,Tag,Url,Claps
113,Tag_blogging,https://medium.com/the-mission/yes-your-wildest-dreams-are-possible-but-you-have-to-do-this-first-9f009725043d,8000.0
114,Tag_blogging,https://medium.com/@nicolebianchi/how-to-write-compelling-articles-that-get-read-and-shared-77b94128283e,7400.0
115,Tag_blogging,https://bullshit.ist/all-writers-on-medium-are-narcissists-491cb0bff49e,7000.0
116,Tag_blogging,https://medium.com/@anthony_moore/60-lessons-i-learned-after-60-months-of-blogging-4a3fcc665c33,5400.0
117,Tag_blogging,https://medium.com/the-mission/stop-caring-about-how-many-views-you-get-do-this-instead-7c7b42166c74,4800.0
118,Tag_blogging,https://medium.com/the-mission/to-be-great-at-blogging-you-need-to-be-great-at-these-things-too-3765c56871d3,4400.0
119,Tag_blogging,https://medium.com/the-mission/you-have-to-have-a-side-hustle-like-me-with-my-blogging-heres-why-13e7bba0d4b7,4400.0
120,Tag_books,https://medium.com/@RyanHoliday/how-to-digest-books-above-your-level-and-increase-your-intelligence-a11bd134da13,48000.0
121,Tag_books,https://medium.com/@ztrana/there-are-two-ways-to-read-one-is-useless-cc152cf4f51b,42000.0
122,Tag_books,https://medium.com/the-mission/if-you-only-read-a-few-books-in-2018-read-these-89d03fc149c6,34000.0
123,Tag_books,https://electricliterature.com/what-i-dont-tell-my-students-about-the-husband-stitch-690899157394,22000.0
124,Tag_books,https://medium.com/swlh/how-to-teach-yourself-to-read-an-entire-book-in-a-single-day-485e35e28126,20000.0
125,Tag_books,https://medium.com/the-polymath-project/books-that-changed-my-life-f78aa1cfe3fc,18800.0
126,Tag_books,https://medium.com/the-mission/how-to-read-the-right-way-a-complete-guide-82042876be2c,18200.0
127,Tag_books,https://medium.com/personal-growth/how-to-be-smarter-than-people-smarter-than-you-ed6ccce83c64,16400.0
128,Tag_books,https://hackernoon.com/the-book-every-programmer-should-read-33b5ef2e532a,16300.0
129,Tag_books,https://medium.com/swlh/this-is-your-brain-on-reading-why-your-brain-needs-you-to-read-every-day-a472b04da2e0,14700.0
130,Tag_branding,https://medium.com/@fvo/your-logo-is-copied-710ac4604258,19000.0
131,Tag_branding,https://medium.com/@annydesign/redesigning-adobes-file-type-icon-system-language-6efa4aed1b30,15700.0
132,Tag_branding,https://medium.com/designing-atlassian/behind-the-scenes-of-the-atlassian-rebrand-f6ba1592377e,9300.0
133,Tag_branding,https://medium.com/swlh/marketing-is-not-about-your-companys-values-2f76794b7f8b,8400.0
134,Tag_branding,https://medium.com/speroventures/branding-for-builders-19e103ef3f1d,8000.0
135,Tag_branding,https://entrepreneurshandbook.co/5-creative-ways-to-increase-how-much-you-earn-c3ea15cd8dc1,6500.0
136,Tag_branding,https://medium.com/tomyum/consider-these-things-when-redesigning-another-companys-work-cf5446a34363,5900.0
137,Tag_branding,https://artplusmarketing.com/the-1-thing-nobody-understands-about-content-creation-1b2d2cf93c9d,5800.0
138,Tag_branding,https://medium.com/@nicolascole77/this-is-the-type-of-content-that-goes-viral-59aa97e85835,4700.0
139,Tag_branding,https://blog.prototypr.io/designing-adobes-evolving-brand-system-6d243992cedd,4500.0
140,Tag_business,https://medium.freecodecamp.org/we-fired-our-top-talent-best-decision-we-ever-made-4c0a99728fde,112000.0
141,Tag_business,https://medium.com/swlh/dont-listen-to-those-productivity-gurus-why-waking-up-at-6am-won-t-make-you-successful-b3c77921d9fd,88000.0
142,Tag_business,https://medium.com/swlh/why-you-shouldnt-share-your-goals-be13fbe352d2,76000.0
143,Tag_business,https://medium.com/personal-growth/how-to-become-world-class-at-anything-3c4aeb020f65,41000.0
144,Tag_business,https://medium.com/@benjaminhardy/this-morning-routine-will-save-you-20-hours-per-week-409f8acbde1,34000.0
145,Tag_business,https://blog.prototypr.io/the-most-important-rule-in-ux-design-that-everyone-breaks-1c1cb188931,31000.0
146,Tag_business,https://medium.com/swlh/the-psychology-of-selling-1bfea4cd127,26000.0
147,Tag_business,https://medium.com/@benjaminhardy/the-2-mental-shifts-highly-successful-people-make-7089450c2d7c,24000.0
148,Tag_business,https://medium.com/@WIRED/sex-beer-and-coding-inside-facebooks-wild-early-days-in-palo-alto-7b447c143d52,23000.0
149,Tag_business,https://medium.com/darius-foroux/the-most-important-life-hack-i-ve-learned-81caab921d0f,23000.0
150,Tag_college,https://medium.com/mel-magazine/teens-are-flocking-to-youtube-to-study-7d09cb4b7293,6100.0
151,Tag_college,https://medium.com/the-mission/my-biggest-regret-in-life-going-to-college-ef2068f179cf,6000.0
